0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,complex_param,EPH,corr
1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,,0.0,1.0,,1.0,1.0,,0.0,1.0,0.0,,,1.0,1.0,,1.0,1.0,,0.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,,1.0,0.0,,,1.0,1.0,,,,0.0,,1.0,,0.0,1.0,1.0,,,,,1.0,,,1.0,,0,2,1.061503416856492,0.08999570093001506
,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,0.0,1.0,1.0,,1.0,0.0,,,1.0,,,1.0,1.0,1.0,0.0,0.0,,0.0,,1.0,0.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,0.0,0.0,1.0,,1.0,,,,0.0,1.0,,0.0,,,1.0,,,,,1,2,1.0714285714285714,0.32300235091594237
,,0.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,0.0,,,,1.0,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,0.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,0.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,,,1.0,,2,2,1.0493827160493827,0.06551275914169212
,,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,1.0,1.0,,1.0,,,1.0,,1.0,0.0,,0.0,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,3,2,1.061904761904762,0.20722236000335242
,,1.0,,1.0,,1.0,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,0.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.0,,1.0,,,1.0,0.0,1.0,,1.0,,,1.0,,,0.0,1.0,1.0,1.0,,1.0,0.0,,1.0,,,,,,1.0,,1.0,1.0,0.0,,1.0,,1.0,1.0,,1.0,,0.0,1.0,1.0,4,2,1.0690537084398977,0.07761933356743464
,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.0,1.0,1.0,,,,,1.0,0.0,1.0,1.0,,,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,,,1.0,0.0,,1.0,0.0,,0.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,0.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,5,2,1.0620347394540943,0.11534792224834148
0.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,0.0,,,1.0,0.0,,,1.0,,0.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,6,2,1.0651041666666667,0.13594202687045165
,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,0.0,1.0,,1.0,0.0,1.0,1.0,,1.0,,,,,,,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,7,2,1.050561797752809,-0.04222531363923459
1.0,0.0,1.0,0.0,,1.0,1.0,1.0,,,,0.0,0.0,,,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,,,,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,0.0,,,,,,,0.0,,0.0,1.0,,8,2,1.061124694376528,0.26619451500225866
,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,,,,1.0,0.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,0.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,9,2,1.0392670157068062,0.08807309951746156
